do you want chinese korean or ethiopian food,"chinese,korean,ethiopian",object/entity
would you prefer going to the movies or bowling,"movies,bowling",activities
would you rather borrow 10 or 20 dollars,"10,20",numbers
do you want to meet me at six or seven,"six,seven",date/time
did you say the meeting was scheduled for six seven or eight,"six,seven,eight",date/time
did you see if it was mary or janet who started crying,"mary,janet",people
who prefers looking at the stars david or jamal,"david,jamal",people
which organization has more members nafta the united nations or the eu,"nafta,united nations,eu",organization
what do you want for lunch pizza hamburgers or hot dogs,"pizza,hamburgers,hot dogs",object/entity
who do you think is the best candidate emily paul or steve,"emily,paul,steve",people
what shall we have for dessert ice cream apple pie or chocolate cake,"ice cream,apple pie,chocolate cake",object/entity
what bus should i take the 5:15 am bus or the 5:30 am bus,"5:15 am bus,5:30 am bus",object/entity
did they say on the news whether it will rain or snow today,"rain,snow",misc
would you rather walk or bike or take a taxi,"walk,bike,take taxi",activities
will the meeting start at 1 p.m. or 2 p.m. today,"1 p.m.,2 p.m.",date/time
is the commencement going to be on may 22nd or may 23rd,"may 22nd,may 23rd",date/time
what is your favorite time of day morning noon or night,"morning,noon,or night",date/time
what is your favorite color green red blue yellow purple black or orange,"green,red,blue,yellow,purple,black,orange",description
what is the best sport football soccer criket tennis basketball or baseball,"football,soccer,criket,tennis,basketball,baseball",activities
what type of road is better to drive on asphalt gravel or concrete,"asphalt,gravel,concrete",object/entity
when is the best time to take a nap right after eating after exercise or after getting home,"after eating,after exercise,after getting home",activities
what is the best order to sort clothes least worn most worn or favorite,"least worn,most worn,favorite",organization
what order should things be stacked in by color by size or by usefulness,"by color,by size,by usefulness",organization
how should you store holiday items in a tote in the closet in the attic or in a shed,"tote,closet,attic,shed",organization
would you like to take a taxi boat bus or car,"taxi,boat,bus,car",object/entity
is red green yellow or orange bell peppers needed to make the dish,"red,green,yellow,orange",description
can you run jump or swim through the water,"run,jump,swim",activities
are there any sub sandwiches potato chips or mixed vegetables on the lunch menu,"sub sandwiches,potato chips,mixed vegetables",object/entity
will you be available morning noon or night,"morning,noon,night",date/time
does the cruise sail in october november or december,"october,november,december",date/time
are there any sports like basketball football or baseball on television today,"basketball,baseball,football",activities
would you rather have jumbo popcorn chocolate covered raisins or nachos  from the concession stand,"jumbo popcorn,chocolate covered raisins,nachos",object/entity
where would you like to go dave and busters or gameworks,"dave and busters,gameworks",location
where do you live las vegas henderson or spring valley,"las vegas,henderson,spring valley",location
who do you like the most peyton manning drew brees tom brady,"peyton manning,drew brees,tom brady",people
where would you donate salvation army toy for tots,"salvation army,toys for tots",organization
would you like to be workings at 12 a.m or 12 p.m,12 a.m or 12 p.m,date/time
which holiday do you like the most christmas thanksgiving or halloween,"halloween,christmas,thanksgiving",date/time
what would you rather do hike bike ride swim,"hike,bike ride,swim",activities
which player do you like most lebron james kobe bryant michael jordan,"lebron james,kobe bryant,michael jordan",people
would you like to watch a movie a tv show or a live show,"movie,tv show,live show",activities
would you like to go to the mall the movie or the park a,"mall,movies,park",location
do you want pepperoni cheese or mushroom pizza,"pepperoni,cheese,mshroom",object/entity
do you want ice cream  cake or donuts,"ice cream,cake,donuts",object/entity
do you want beer or liquor,"beer,liquor",object/entity
do you want 5 or 6 slices,"5,6",numbers
do you want 4 or 5 treats,"4,5",numbers
are you gay or straight,"gay,straight",misc
would you want brownies or ice cream for dessert,"brownies,ice cream",object/entity
would you rather go bowling or golfing,"bowling,golfing",activities
should you prefer coffee or tea,"coffee,tea",object/entity
are you more of a cat person or dog person,"cat,dog",object/entity
will you get dinner at 5 6 or 7 oclock,"5,6,7",date/time
your favorite fruit is an apple orange or banana,"apple,orange,banana",object/entity
does your garden have red roses or pink roses,"red roses,pink roses",object/entity
which kind of music is the best country rock or pop,"country,rock,pop",description
are you feeling hot or cold,"hot,cold",description
will you clean your room or do the laundry,"clean your room,do laundry",activities
should we play football basketball or baseball,"football,basketball,baseball",activities
may i have a hamburger a wrap or fries,"hamburger,wrap,fries",object/entity
would you like fries or a salad,"fries,salad",object/entity
would you like to go out on a date on tuesday or wednesday,"tuesday,wednesday",date/time
are you going to read a book do your homework or play videogames,"read book,do your homework,play videogames",activities
will you go to college or enter the workforce,"go to college,enter workforce",activities
what would you like to eat for breakfast eggs or sausages,"eggs,sausages",people
what would you like to travel with uber or taxi,"uber,taxi",object/entity
where would you like to hang out hotel or bar,"hotel,bar",location
what would you like to wear skirt or shorts,"skirts,shorts",people
when would you like to meet me evening or afternoon,"evening,afternoon",date/time
which number do you like two or four,"two,four",numbers
what do you like doing jogging or running,"jogging,running",activities
do you like sleeping on bed or coach,"bed,coach",object/entity
what is your favorite vacation destination new york city paris or berlin,"new york city,paris,berlin",location
how many scoops of ice cream would you like one two or three,"one,two,three",numbers
is your favorite president abraham lincoln george washington barack obama or donald trump,"abraham lincoln,george washington,barack obama,donald trump",people
for pets would you prefer to own dogs cats reptiles or rodents,"dogs,cats,reptiles,rodents",object/entity
would you like to eat two or three slices of pizza,"two,three",numbers
when would you like your next day off to be tuesday wednesday thursday or friday,"tuesday,wednesday,thursday,friday",date/time
which video game company is your favorite nintendo microsoft or sony,"nintendo,microsoft,sony",organization
when you have time off work to unwind do you prefer reading books watching tv exercising hanging out with friends or just doing nothing,"reading books,watching tv,exercising,hanging out with friends,just doing nothing",activities
would you like to go to mcdonald's or wendy's or subway,"mcdonald's,wendy's,subway",organization
which sport do you prefer tennis or volleyball,"tennis,volleyball",activities
are you going to drive or bike or take a bus,"drive,bike,take bus",activities
is your vacation one week or two weeks,"one week,two weeks",date/time
would you consider yourself to be a republican democrat or independent,"republican,democrat,independent",organization
did they predict rain or snow for today,"rain,snow",object/entity
would you recommend buying a toyota or a buick or a honda,"toyota,buick,honda",object/entity
was the fence painted white green or beige,"white,green,beige",description
which color is your favorite; blue yellow or red,"blue,yellow,red",object/entity
what type of computer is better dell hp or cyberpowerpc,"dell,hp,cyberpowerpc",organization
which phone is better iphone samsung or google,"iphone,samsung,google",organization
what is your favorite soda cherry coke or lemon,"cherry,coke,lemon",object/entity
what is better morning afternoon or night,"morning,afternoon,night",date/time
what is healthier salad pasta or pizza,"salad,pasta,pizza",object/entity
what would you watch tv movies or musicals,"tv,movies,musicals",object/entity
what's a better car tesla toyota or ford,"tesla,toyota,ford",organization
would you like to drink coffee hot tea or iced tea,"coffee,hot tea,iced tea",object/entity
would you like to read a book watch tv or play a game,"read book,watch tv, play game",activities
would you like one two or three,"one,two,three",numbers
would you like to go today tomorrow or next week,"today,tomorrow,next week",date/time
is it black gray or brown,"black,gray,brown",description
is it hot cold or just right,"hot,cold,just right",description
do we go left right or forward,"left,right,forward",description
do you want it in the closet the shelf or the cabinet,"closet,shelf,cabinet",object/entity
